run_id,data_profile,datetime,random_seed,model_phase1,model_phase2,temperature,prompt_variant,spec_status,sample_selection,outcome_definition,treatment_definition,model_type,model_specification_line,control_variables,fixed_effects,sample_weighting,se_adjustment,point_est,SE,t_stat,sample_size,execution_status,treated_group_size
run_20260520T041607Z_3cb794,expanded,2026-05-20T04:16:07Z,,gpt-5.4-mini,gpt-5.4-mini,,,available,2006 <= year <= 2016 and year != 2012 | 1 <= statefip <= 56 | hispan == 1 | bpl == 200 | citizen == 3 | yrimmig > 0 and yrimmig <= year | 1977 <= birthyr <= 1996 | 16 <= age <= 40 | perwt > 0,(uhrswork >= 35).astype(int),(birthyr >= 1982) & (birthyr <= 1996) & (yrimmig <= 2007) & ((yrimmig - birthyr) <= 15),WLS,"model = smf.wls(""full_time ~ eligible + treat_post + C(age) + C(year) + C(statefip)"", data=df, weights=df[""perwt""]).fit(cov_type=""HC1"")",treat_post,C(age) | C(year) | C(statefip),"df[""perwt""]",HC1,0.0340785480277868,0.0057356485179782,5.941533537,236709,success,77055.0
run_20260520T043428Z_dd824c,expanded,2026-05-20T04:34:28Z,,gpt-5.4-mini,gpt-5.4-mini,,,available,year in 2006-2011 or 2013-2016 | hispan == 1 | bpl == 200 | citizen == 3 | 15 <= age <= 35 | 1900 <= yrimmig <= year,uhrswork >= 35,eligible_post,WLS,"result = smf.wls(""fulltime ~ eligible + eligible_post + C(year) + C(statefip) + unemp + lfpr"", data=df, weights=df[""perwt""]).fit(cov_type=""cluster"", cov_kwds={""groups"": df[""statefip""]})",eligible_post | unemp | lfpr,C(year) | C(statefip),"df[""perwt""]","cluster; {""groups"": df[""statefip""]}",0.0908006232811396,0.0062437364877453,14.54267384,273485,success,142497.0
run_20260520T045009Z_0c0baf,expanded,2026-05-20T04:50:09Z,,gpt-5.4-mini,gpt-5.4-mini,,,available,2006 <= year <= 2016 | year != 2012 | 1 <= statefip <= 56 | hispan == 1 | bpl == 200 | citizen == 3 | 16 <= age <= 34,((empstat == 1) & (uhrswork >= 35) & (uhrswork <= 98)),((age - yrsusa1) < 16) & ((birthyr > 1981) | ((birthyr == 1981) & (birthqtr >= 3))),WLS,"result = smf.wls(""full_time ~ eligible + eligible:post + C(statefip) + C(year) + LFPR + UNEMP"", data=model_df, weights=model_df[""perwt""]).fit(cov_type=""cluster"", cov_kwds={""groups"": model_df[""statefip""]})",eligible:post | LFPR | UNEMP,C(statefip) | C(year),"model_df[""perwt""]","cluster; {""groups"": model_df[""statefip""]}",0.0718926796365386,0.0045627644337448,15.75638644,248270,success,85333.0
run_20260520T051030Z_7f63f6,expanded,2026-05-20T05:10:30Z,,gpt-5.4-mini,gpt-5.4-mini,,,available,2006 <= year <= 2016 | year != 2012 | hispan == 1 | bpl == 200 | citizen == 3 | yrimmig > 1900 | yrimmig <= year | 16 <= age <= 40 | 1975 <= birthyr <= 1995,1 if (empstat == 1 and uhrswork >= 35) else 0,1 if (birthyr >= 1982 and yrimmig <= 2007 and (yrimmig - birthyr) <= 15) else 0,WLS,"result = smf.wls(""full_time ~ eligible:post + C(year) + C(statefip) + C(birthyr) + UNEMP"", data=model_df, weights=model_df[""perwt""]).fit(cov_type=""cluster"", cov_kwds={""groups"": model_df[""statefip""]})",UNEMP,C(year) | C(statefip) | C(birthyr),"model_df[""perwt""]","cluster; {""groups"": model_df[""statefip""]}",0.0876361338297999,0.0047430350774132,18.47680491,269817,success,75030.0
run_20260520T130755Z_aac209,expanded,2026-05-20T13:07:55Z,,gpt-5.4-mini,gpt-5.4-mini,,,available,"2006 <= year <= 2016 and year != 2012 | hispan == 1 | bpld == 20000 | citizen == 3 | qage == 0 and qsex == 0 and qbpl == 0 and qcitizen == 0 and qhispan == 0 and qyrimm == 0 and qempstat == 0 and quhrswor == 0 | empstat in [1, 2, 3] | yrimmig > 0 and yrimmig <= year and yrimmig <= 2007 | age_at_arrival < 16 | 18 <= age_2012 <= 40",(uhrswork >= 35).astype(int),((age_2012 <= 30) & (age_at_arrival < 16) & (yrimmig > 0) & (yrimmig <= 2007)).astype(int),WLS,"model = smf.wls(""full_time ~ eligible * post + age_2012_c + I(age_2012_c ** 2) + C(sex) + C(state_fip) + C(year) + LFPR + UNEMP"", data=reg_df, weights=reg_df[""perwt""]).fit(cov_type=""cluster"", cov_kwds={""groups"": reg_df[""state_fip""]})",age_2012_c | I(age_2012_c ** 2) | LFPR | UNEMP,C(sex) | C(state_fip) | C(year),"reg_df[""perwt""]","cluster; {""groups"": reg_df[""state_fip""]}",0.2274021175909404,0.0067323371374127,33.77758911,84626,success,58861.0
run_20260520T133844Z_fdabef,expanded,2026-05-20T13:38:44Z,,gpt-5.4-mini,gpt-5.4-mini,,,available,2006 <= year <= 2016 and year != 2012 | hispan == 1 | bpl == 200 | citizen == 3 | empstat == 1 | 16 <= age <= 40 | birthyr != 1981,uhrswork >= 35,birthyr >= 1982,WLS,"result = smf.wls(""full_time ~ eligible + eligible:post + C(year) + C(statefip) + age + I(age ** 2)"", data=df, weights=df[""perwt""]).fit(cov_type=""cluster"", cov_kwds={""groups"": df[""statefip""]})",eligible:post | age | I(age ** 2),C(year) | C(statefip),"df[""perwt""]","cluster; {""groups"": df[""statefip""]}",-0.0618629237688632,0.0056740986284349,-10.90268743,215228,success,92581.0
run_20260520T135630Z_9779bb,expanded,2026-05-20T13:56:30Z,,gpt-5.4-mini,gpt-5.4-mini,,,available,year >= 2006 | year <= 2016 | year != 2012 | hispan == 1 | bpl == 200 | citizen == 3 | yrimmig > 0 | birthyr >= 1982 | age >= 16 | age <= 40 | statefip >= 1 | statefip <= 56 | empstat != 0 | empstat != 9 | (yrimmig - birthyr) >= 13 | (yrimmig - birthyr) <= 18,((empstat == 1) & (uhrswork >= 35)).astype(float),((yrimmig - birthyr) <= 15).astype(int),WLS,"model = sm.WLS(sample[""full_time""], exog, weights=sample[""perwt""]).fit(cov_type=""cluster"", cov_kwds={""groups"": sample[""statefip""]})",did | age | age_sq | sex_female | DRIVERSLICENSES | INSTATETUITION | STATEFINANCIALAID | HIGHEREDBAN | EVERIFY | LIMITEVERIFY | OMNIBUS | TASK287G | JAIL287G | SECURECOMMUNITIES | UNEMP | LFPR,C(year) | C(statefip),"sample[""perwt""]","cluster; {""groups"": sample[""statefip""]}",0.0337615170643375,0.0078985502637901,4.274394153,54470,success,21079.0
run_20260520T143100Z_c168ab,expanded,2026-05-20T14:31:00Z,,gpt-5.4-mini,gpt-5.4-mini,,,available,2006 <= year <= 2016 | 18 <= age <= 34 | hispan == 1 | bpl == 200 | citizen == 3 | yrimmig > 0 | birthyr > 0,int((wrklstwk == 2) and (35 <= uhrswork < 90)),((birthyr > 1981) or (birthyr == 1981 and birthqtr >= 3)) and (yrimmig <= 2007) and ((yrimmig - birthyr) < 16),WLS,"model = smf.wls(""full_time ~ daca_eligible + daca_post + birthyr + I(birthyr ** 2) + age_at_arrival + I(age_at_arrival ** 2) + C(year) + C(statefip) + driverslicenses + instatetuition + statefinancialaid + higheredban + everify + limiteverify + omnibus + task287g + jail287g + securecommunities + lfpr + unemp"", data=df, weights=df[""perwt""]).fit(cov_type=""cluster"", cov_kwds={""groups"": df[""statefip""]})",daca_post | birthyr | I(birthyr ** 2) | age_at_arrival | I(age_at_arrival ** 2) | driverslicenses | instatetuition | statefinancialaid | higheredban | everify | limiteverify | omnibus | task287g | jail287g | securecommunities | lfpr | unemp,C(year) | C(statefip),"df[""perwt""]","cluster; {""groups"": df[""statefip""]}",0.0893515132717015,0.0051586807934011,17.32061293,256423,success,79183.0
run_20260520T145631Z_eeb032,expanded,2026-05-20T14:56:31Z,,gpt-5.4-mini,gpt-5.4-mini,,,available,2006 <= year <= 2016 | 1 <= statefip <= 56 | hispan == 1 | bpl == 200 | citizen == 3 | 1982 <= birthyr <= 1996 | yrimmig > 0,full_time = 1 if uhrswork >= 35 else 0,eligible = 1 if yrimmig <= 2007 and yrimmig <= birthyr + 15 else 0,WLS,"model = smf.wls(""full_time ~ eligible * post + C(birthyr) + C(statefip)"", data=df, weights=df[""perwt""]).fit(cov_type=""HC1"")",,C(birthyr) | C(statefip),"df[""perwt""]",HC1,0.1818221612867454,0.0057762959001876,31.47729348,180210,success,99616.0
run_20260520T151946Z_0f202a,expanded,2026-05-20T15:19:46Z,,gpt-5.4-mini,gpt-5.4-mini,,,available,"2006 <= year <= 2016 and year != 2012 | 1 <= statefip <= 56 | hispan == 1 | bpl == 200 | citizen == 3 | 16 <= age <= 35 | 1900 <= birthyr <= year | 1900 <= yrimmig <= year | empstat in [1, 2, 3]","((df[""empstat""] == 1) & (df[""uhrswork""] >= 35)).astype(float)","((df[""birthyr""] >= 1982) & (df[""yrimmig""] <= 2007) & ((df[""yrimmig""] - df[""birthyr""]) <= 15)).astype(float)",WLS,"model = smf.wls(""full_time ~ daca_eligible + treated_post + age + I(age ** 2) + sex_female + C(year) + C(statefip)"", data=sample, weights=sample[""perwt""]).fit(cov_type=""cluster"", cov_kwds={""groups"": sample[""statefip""]})",treated_post | age | I(age ** 2) | sex_female,C(year) | C(statefip),"sample[""perwt""]","cluster; {""groups"": sample[""statefip""]}",-0.0524222451418486,0.0067029072739474,-7.82082207,104257,success,80300.0
run_20260520T154318Z_658fe0,expanded,2026-05-20T15:43:18Z,,gpt-5.4-mini,gpt-5.4-mini,,,available,2006 <= year <= 2016 | 1 <= statefip <= 56 | hispan == 1 | bpld == 20000 | citizen == 3 | 16 <= age <= 34 | 1900 <= birthyr <= year | 1900 <= yrimmig <= year,(uhrswork.fillna(0) >= 35).astype(int),((birthyr >= 1982) & (yrimmig <= 2007) & ((yrimmig - birthyr) <= 15)).astype(int),WLS,"result = smf.wls(""full_time ~ did + eligible + C(year) + C(statefip) + age + I(age ** 2) + C(sex) + DRIVERSLICENSES + INSTATETUITION + STATEFINANCIALAID + HIGHEREDBAN + EVERIFY + LIMITEVERIFY + OMNIBUS + TASK287G + JAIL287G + LFPR + UNEMP"", data=df, weights=df[""perwt""]).fit(cov_type=""cluster"", cov_kwds={""groups"": df[""statefip""]})",eligible | age | I(age ** 2) | DRIVERSLICENSES | INSTATETUITION | STATEFINANCIALAID | HIGHEREDBAN | EVERIFY | LIMITEVERIFY | OMNIBUS | TASK287G | JAIL287G | LFPR | UNEMP,C(year) | C(statefip) | C(sex),"df[""perwt""]","cluster; {""groups"": df[""statefip""]}",0.009966685452477,0.0048450878690942,2.057070113,271638,success,90501.0
run_20260520T161023Z_4bf2c2,expanded,2026-05-20T16:10:23Z,,gpt-5.4-mini,gpt-5.4-mini,,,available,year >= 2006 | year <= 2016 | year != 2012 | gq == 0 | statefip >= 1 | statefip <= 56 | hispan == 1 | bpl == 200 | citizen == 3 | age >= 16 | age <= 34 | birthyr >= 1982 | birthyr <= 1996 | perwt > 0,"(df[""uhrswork""].fillna(0) >= 35).astype(int)","((df[""yrimmig""] <= 2007) & ((df[""yrimmig""] - df[""birthyr""]) <= 15)).astype(int)",WLS,"result = smf.wls(""full_time ~ eligible_post + C(year) + C(birthyr) + C(statefip) + C(sex) + LFPR + UNEMP"", data=df, weights=df[""perwt""]).fit(cov_type=""cluster"", cov_kwds={""groups"": df[""statefip""]})",LFPR | UNEMP,C(year) | C(birthyr) | C(statefip) | C(sex),"df[""perwt""]","cluster; {""groups"": df[""statefip""]}",0.0751444594944288,0.0051550774408447,14.57678577,143235,success,74231.0
run_20260520T163231Z_0d4398,expanded,2026-05-20T16:32:31Z,,gpt-5.4-mini,gpt-5.4-mini,,,available,"2009 <= year <= 2016 | hispan == 1 | bpl == 200 | citizen == 3 | 16 <= age <= 40 | yrimmig <= 2006 | birthyr != 1981 | age - (year - yrimmig) < 16 | empstat not in {0, 9}",(empstat == 1) & (uhrswork >= 35),birthyr >= 1982,WLS,"model = smf.wls(""full_time ~ eligible + eligible:post + age + I(age ** 2) + C(year) + C(statefip)"", data=df, weights=df[""perwt""]).fit(cov_type=""cluster"", cov_kwds={""groups"": df[""statefip""]})",eligible:post | age | I(age ** 2),C(year) | C(statefip),"df[""perwt""]","cluster; {""groups"": df[""statefip""]}",-0.0085440642259041,0.0087888054228739,-0.972153076,89930,success,68783.0
run_20260520T171442Z_80e641,expanded,2026-05-20T17:14:42Z,,gpt-5.4-mini,gpt-5.4-mini,,,available,2006 <= year <= 2016 | year != 2012 | hispan == 1 | bpl == 200 | citizen == 3 | 1981 <= birthyr <= 1997 | 15 <= age <= 40 | qyrimm == 0 | 1900 <= yrimmig <= 2016,((empstat == 1) & (uhrswork >= 35)).astype(int),((birthyr >= 1981) & (birthyr <= 1997) & (yrimmig <= 2007) & ((yrimmig - birthyr) < 16)).astype(int),WLS,"fit = smf.wls(""fulltime ~ eligible * post + C(year) + C(statefip) + age + I(age ** 2) + I(age ** 3) + C(sex) + DRIVERSLICENSES + INSTATETUITION + STATEFINANCIALAID + HIGHEREDBAN + EVERIFY + LIMITEVERIFY + OMNIBUS + TASK287G + JAIL287G + SECURECOMMUNITIES + UNEMP + LFPR"", data=df, weights=df[""perwt""]).fit(cov_type=""cluster"", cov_kwds={""groups"": df[""statefip""]})",age | I(age ** 2) | I(age ** 3) | DRIVERSLICENSES | INSTATETUITION | STATEFINANCIALAID | HIGHEREDBAN | EVERIFY | LIMITEVERIFY | OMNIBUS | TASK287G | JAIL287G | SECURECOMMUNITIES | UNEMP | LFPR,C(year) | C(statefip) | C(sex),"df[""perwt""]","cluster; {""groups"": df[""statefip""]}",0.0340628222360154,0.0046407789203239,7.339893328,151533,success,76016.0
run_20260520T180655Z_e66acd,expanded,2026-05-20T18:06:55Z,,gpt-5.4-mini,gpt-5.4-mini,,,available,2006 <= year <= 2016 and year != 2012 | 16 <= age <= 34 | 1982 <= birthyr <= 1996 | hispan == 1 | bpld == 20000 | citizen == 3 | yrimmig > 0 and yrimmig <= year | uhrswork < 90,uhrswork >= 35,((birthyr >= 1982) & (birthyr <= 1996) & (citizen == 3) & (yrimmig > 0) & (yrimmig <= 2007) & ((age - (year - yrimmig)) < 16)),WLS,"fit = smf.wls(""full_time ~ eligible * post + year_c + C(age) + C(statefip) + UNEMP + LFPR + DRIVERSLICENSES + INSTATETUITION + STATEFINANCIALAID + HIGHEREDBAN + EVERIFY + LIMITEVERIFY + OMNIBUS + TASK287G + JAIL287G + SECURECOMMUNITIES"", data=df, weights=df[""perwt""]).fit(cov_type=""cluster"", cov_kwds={""groups"": df[""statefip""]})",year_c | UNEMP | LFPR | DRIVERSLICENSES | INSTATETUITION | STATEFINANCIALAID | HIGHEREDBAN | EVERIFY | LIMITEVERIFY | OMNIBUS | TASK287G | JAIL287G | SECURECOMMUNITIES,C(age) | C(statefip),"df[""perwt""]","cluster; {""groups"": df[""statefip""]}",0.0481041585204538,0.004025151873225,11.95089279,149598,success,76981.0
run_20260520T183141Z_1e0c4e,expanded,2026-05-20T18:31:41Z,,gpt-5.4-mini,gpt-5.4-mini,,,available,"year in {2006, 2007, 2008, 2009, 2010, 2011, 2013, 2014, 2015, 2016} | statefip between 1 and 56 | hispan == 1 | bpl == 200 | citizen == 3 | age >= 18 | birthyr >= 1982 | yrimmig >= birthyr | yrimmig <= 2016",((empstat == 1) & (uhrswork >= 35)).astype(float),((yrimmig <= 2007) & ((yrimmig - birthyr) <= 15)).astype(float),WLS,"model = smf.wls(""full_time ~ did + daca_eligible + C(year) + C(sex) + age + I(age ** 2) + unemp + lfpr"", data=sample, weights=sample[""perwt""]).fit(cov_type=""cluster"", cov_kwds={""groups"": sample[""statefip""]})",daca_eligible | age | I(age ** 2) | unemp | lfpr,C(year) | C(sex),"sample[""perwt""]","cluster; {""groups"": sample[""statefip""]}",0.0299845721786705,0.0040558961152598,7.39283535,140579,success,68300.0
run_20260520T190842Z_6fec13,expanded,2026-05-20T19:08:42Z,,gpt-5.4-mini,gpt-5.4-mini,,,available,year in 2013-2016 | hispan == 1 (Mexican origin) | bpl == 200 (born in Mexico) | citizen == 3 (not a citizen proxy for undocumented status) | age between 16 and 35 | yrimmig > 0 and birthyr > 0 | age_at_arrival >= 0,((df['empstat'] == 1) & (df['uhrswork'] >= 35)).astype(float),((df['yrimmig'] <= 2007) & ((df['yrimmig'] - df['birthyr']) <= 15) & (df['birthyr'] >= 1982)).astype(float),WLS,"model = smf.wls('full_time ~ daca_eligible + age + I(age ** 2) + sex_female + C(year) + C(statefip) + UNEMP + LFPR', data=sample, weights=sample['perwt']).fit(cov_type='cluster', cov_kwds={'groups': sample['statefip']})",age | I(age ** 2) | sex_female | UNEMP | LFPR,C(year) | C(statefip),sample['perwt'],cluster; {'groups': sample['statefip']},0.0172051134004636,0.0052055452843379,3.305151038,86259,success,35570.0
run_20260520T192847Z_aa9dbc,expanded,2026-05-20T19:28:47Z,,gpt-5.4-mini,gpt-5.4-mini,,,available,"2013 <= year <= 2016 | hispan == 1 | bpl == 200 | citizen == 3 | 16 <= age <= 40 | sex in {1, 2} | empstat in {1, 2, 3} | yrimmig <= 2007 | perwt > 0",int((empstat == 1) & (uhrswork >= 35)),int((birthyr >= 1982) & (yrimmig <= 2007) & ((yrimmig - birthyr) <= 15)),WLS,"model = smf.wls('full_time ~ eligible + C(year) + C(statefip) + age + I(age ** 2) + C(sex)', data=df, weights=df['perwt']).fit(cov_type='HC1')",age | I(age ** 2),C(year) | C(statefip) | C(sex),df['perwt'],HC1,0.0706496492228905,0.0053059226865539,13.31524287,103096,success,36075.0
run_20260520T194303Z_b88322,expanded,2026-05-20T19:43:03Z,,gpt-5.4-mini,gpt-5.4-mini,,,available,year in 2006-2011 or 2013-2016 (exclude 2012) | statefip <= 56 (50 states + DC; exclude Puerto Rico and other non-state codes) | hispan == 1 | bpl == 200 | citizen == 3 | 1982 <= birthyr <= 1997 | yrimmig >= birthyr and yrimmig <= year,((uhrswork >= 35).astype(int)),((yrimmig - birthyr) <= 15).astype(int),WLS,"fit = smf.wls(""full_time ~ eligible + eligible:post + C(year) + C(statefip) + C(birthyr)"", data=model_df, weights=model_df[""perwt""]).fit(cov_type=""cluster"", cov_kwds={""groups"": model_df[""statefip""]})",eligible:post,C(year) | C(statefip) | C(birthyr),"model_df[""perwt""]","cluster; {""groups"": model_df[""statefip""]}",0.202853618084335,0.0080660677768843,25.14900986,167825,success,95988.0
run_20260520T200444Z_dbf7ca,expanded,2026-05-20T20:04:44Z,,gpt-5.4-mini,gpt-5.4-mini,,,available,2006 <= year <= 2016 | 1 <= statefip <= 56 | hispand == 100 | bpld == 20000 | citizen == 3 | yrimmig <= 2007 | 1977 <= birthyr <= 1997,"(df[""uhrswork""] >= 35).astype(int)","((df[""birthyr""] >= 1982) & ((df[""yrimmig""] - df[""birthyr""]) <= 15)).astype(int)",WLS,"smf.wls(""fulltime ~ eligible + eligible:post + C(year) + C(statefip)"", data=df, weights=df[""perwt""]).fit(cov_type=""cluster"", cov_kwds={""groups"": df[""statefip""]})",eligible:post,C(year) | C(statefip),"df[""perwt""]","cluster; {""groups"": df[""statefip""]}",0.2293140699828354,0.0098428580985398,23.29750848,256605,success,105255.0
